event_month,date_event_began,time_event_began,restoration_date,restoration_time,area_affected,nerc_region_list,alert_criteria,event_type,demand_loss_(mw),number_of_customers_affected,year
october,2021-10-27 00:00:00,17:57:00,2021-10-28 00:00:00,16:49:00,louisiana:ascension parish,['serc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",system operations,0,0,2021
october,2021-10-27 00:00:00,02:25:00,2021-10-29 00:00:00,08:37:00,connecticut:maine:massachusetts:new hampshire:rhode island:vermont,['npcc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,169000,2021
october,2021-10-28 00:00:00,12:47:00,2021-10-28 00:00:00,13:05:00,montana:valley county,['wecc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",system operations,20,0,2021
october,2021-10-28 00:00:00,14:15:00,2021-10-30 00:00:00,08:00:00,texas:angelina county:bell county:cherokee county:collin county:denton county:dallas county:ellis county:hunt county:johnson county:mclennan county:nacogdoches county:smith county:tarrant county:travis county:williamson county,['texas re'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,250000,2021
october,2021-10-28 00:00:00,14:45:00,2021-10-29 00:00:00,20:30:00,texas:harris county,['texas re'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,130000,2021
october,2021-10-28 00:00:00,12:06:00,2021-10-28 00:00:00,12:30:00,texas:haskell county,['texas re'],damage or destruction of its facility that results from actual or suspected intentional human action.,actual physical attack-vandalism,,,2021
october,2021-10-29 00:00:00,14:20:00,2021-10-29 00:00:00,15:00:00,vermont:lamoille county,['npcc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2021
october,2021-10-30 00:00:00,07:31:00,nat,,new jersey,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,,,2021
october,2021-10-31 00:00:00,07:49:00,2021-10-31 00:00:00,09:32:00,california:alameda county,['wecc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,vandalism,0,0,2021
november,2021-11-04 00:00:00,21:34:00,2021-11-04 00:00:00,22:57:00,montana:hill county,['wecc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",system operations,44,,2021
november,2021-11-06 00:00:00,06:45:00,2021-11-06 00:00:00,07:00:00,pennsylvania:york county,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2021
november,2021-11-06 00:00:00,08:40:00,2021-11-06 00:00:00,08:41:00,washington:grant county,['wecc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,,350,2021
november,2021-11-08 00:00:00,22:53:00,2021-11-08 00:00:00,23:33:00,washington:king county,['wecc'],electrical system separation (islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,system operations,9,,2021
november,2021-11-09 00:00:00,18:00:00,2021-11-09 00:00:00,20:00:00,mississippi:coahoma county,['serc'],public appeal to reduce the use of electricity for purposes of maintaining the continuity of the bulk electric system,system operations,,,2021
november,2021-11-09 00:00:00,08:50:00,2021-11-09 00:00:00,16:00:00,indiana:floyd county,['rf'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
november,2021-11-10 00:00:00,21:19:00,2021-11-11 00:00:00,01:19:00,texas:brazos county,['texas re'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,0,0,2021
november,2021-11-10 00:00:00,09:49:00,2021-11-10 00:00:00,10:05:00,new york,['npcc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,0,0,2021
november,2021-11-11 00:00:00,05:52:00,2021-11-11 00:00:00,06:09:00,texas:montgomery county,['texas re'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",system operations,67,,2021
november,2021-11-12 00:00:00,07:00:00,2021-11-12 00:00:00,07:14:00,oregon:multnomah county:washington:idaho:utah:wyoming,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
november,2021-11-15 00:00:00,11:47:00,nat,,colorado:larimer county,['wecc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,suspicious activity,0,0,2021
november,2021-11-15 00:00:00,11:00:00,2021-11-17 00:00:00,06:00:00,washington:king county:kitsap county:whatcom county:thurston county:pierce county,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,90000,2021
november,2021-11-16 00:00:00,00:42:00,2021-11-16 00:00:00,07:35:00,california:los angeles county,['wecc'],"damage or destruction of a facility within its reliability coordinator area, balancing authority area or transmission operator area that results in action(s) to avoid a bulk electric system emergency.",suspicious activity,0,0,2021
november,2021-11-16 00:00:00,17:37:00,2021-11-16 00:00:00,18:21:00,maryland:baltimore county,['rf'],unplanned evacuation from its bulk electric system control center facility for 30 continuous minutes or more.,system operations,0,0,2021
november,2021-11-17 00:00:00,12:43:00,2021-11-17 00:00:00,13:25:00,michigan:wexford county,['rf'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2021
november,2021-11-17 00:00:00,13:12:00,nat,,colorado:larimer county,['wecc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,vandalism,0,0,2021
november,2021-11-21 00:00:00,10:00:00,2021-11-21 00:00:00,10:01:00,wisconsin,"['mro', 'rf']",cyber security incident that was an attempt to compromise a high or medium impact bulk electric system cyber system or their associated electronic access control or monitoring systems,cyber event,0,0,2021
november,2021-11-24 00:00:00,10:00:00,2021-11-26 00:00:00,10:21:00,california:riverside county:ventura county:san bernardino county:orange county:los angeles county,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,81406,2021
november,2021-11-30 00:00:00,06:46:00,2021-11-30 00:00:00,06:47:00,north carolina:south carolina,['serc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",system operations,0,0,2021
november,2021-11-30 00:00:00,06:52:00,2021-11-30 00:00:00,07:25:00,texas:cameron county,['texas re'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2021
november,2021-11-30 00:00:00,13:47:00,2021-11-30 00:00:00,14:21:00,california,['wecc'],electrical system separation (islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,system operations,10,6000,2021
november,2021-11-30 00:00:00,05:00:00,2021-11-30 00:00:00,05:01:00,oregon:multnomah county:washington:idaho:utah:wyoming,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
december,2021-12-01 00:00:00,10:04:00,2021-12-01 00:00:00,13:08:00,wisconsin:eau claire county,['mro'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2021
december,2021-12-02 00:00:00,10:33:00,2021-12-02 00:00:00,13:10:00,texas,['texas re'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2021
december,2021-12-07 00:00:00,14:33:00,2021-12-07 00:00:00,15:40:00,indiana:putnam county,['rf'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,0,0,2021
december,2021-12-08 00:00:00,09:04:00,2021-12-08 00:00:00,09:35:00,new york:broome county,['npcc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2021
december,2021-12-10 00:00:00,12:06:00,2021-12-10 00:00:00,13:07:00,idaho:ada county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
december,2021-12-11 00:00:00,03:13:00,2021-12-15 00:00:00,15:30:00,tennessee:davidson county:sumner county,['serc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,177,107344,2021
december,2021-12-11 00:00:00,18:16:00,2021-12-13 00:00:00,17:00:00,new york,['npcc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,103000,2021
